Time (s),Real Altitude (m),Real Velocity (m/s),Real Acceleration (m/s^2),Analytical Altitude (m),Analytical Velocity (m/s),Analytical Acceleration (m/s^2),Explicit Euler Altitude (m),Explicit Euler Velocity (m/s),Explicit Euler Acceleration (m/s^2),RK4 Altitude (m),RK4 Velocity (m/s),RK4 Acceleration (m/s^2),,,,
4.164,214.784856,27.7494684,-14.5990843,216.8304172,29.56116391,-11.82073893,219.7578284,29.60855401,-11.74191589,216.5909694,29.42324782,-11.71412349,,,,
4.165,214.819847,27.7323606,-14.5847142,216.8599724,29.54934398,-11.81912381,219.7874252,29.59681363,-11.74037648,216.6203926,29.41162211,-11.71261643,,,,
4.166,214.854838,27.7152528,-14.5703441,216.8895159,29.53752566,-11.81750954,219.8170103,29.58507479,-11.73883789,216.6498042,29.39999785,-11.71111015,,,,
4.167,214.889829,27.698145,-14.555974,216.9190475,29.52570896,-11.81589615,219.8465836,29.57333749,-11.73730012,216.6792042,29.38837503,-11.70960465,,,,
4.168,214.921004,27.68320979,-14.53852454,216.9485673,29.51389387,-11.81428362,219.8761452,29.56160173,-11.73576317,216.7085926,29.37675365,-11.70809993,,,,
4.169,214.952179,27.66827457,-14.52107509,216.9780753,29.50208039,-11.81267195,219.9056951,29.5498675,-11.73422704,216.7379694,29.3651337,-11.706596,,,,
4.17,214.983354,27.65333936,-14.50362563,217.0075714,29.49026853,-11.81106115,219.9352332,29.53813481,-11.73269173,216.7673345,29.3535152,-11.70509284,,,,
4.171,215.014529,27.63840414,-14.48617617,217.0370558,29.47845827,-11.80945122,219.9647597,29.52640365,-11.73115724,216.796688,29.34189814,-11.70359047,,,,
4.172,215.045704,27.62346893,-14.46872671,217.0665284,29.46664962,-11.80784215,219.9942743,29.51467403,-11.72962356,216.8260299,29.33028251,-11.70208888,,,,
4.173,215.076879,27.60853371,-14.45127726,217.0959891,29.45484258,-11.80623394,220.0237773,29.50294594,-11.7280907,216.8553602,29.31866832,-11.70058806,,,,
4.174,215.108054,27.5935985,-14.4338278,217.1254381,29.44303715,-11.80462659,220.0532685,29.49121938,-11.72655866,216.8846789,29.30705557,-11.69908803,,,,
4.175,215.139229,27.57866329,-14.41637834,217.1548752,29.43123333,-11.80302011,220.082748,29.47949435,-11.72502744,216.9139859,29.29544425,-11.69758878,,,,
4.176,215.170404,27.56372807,-14.39892889,217.1843005,29.41943111,-11.80141449,220.1122158,29.46777086,-11.72349703,216.9432814,29.28383437,-11.69609031,,,,
4.177,215.201579,27.54879286,-14.38147943,217.2137141,29.4076305,-11.79980974,220.1416718,29.45604889,-11.72196744,216.9725652,29.27222592,-11.69459261,,,,
4.178,215.232754,27.53385764,-14.36402997,217.2431158,29.39583149,-11.79820584,220.1711161,29.44432845,-11.72043866,217.0018374,29.26061891,-11.69309569,,,,
4.179,215.263929,27.51892243,-14.34658051,217.2725057,29.38403409,-11.79660281,220.2005487,29.43260954,-11.7189107,217.0310981,29.24901333,-11.69159956,,,,
4.18,215.295104,27.50398721,-14.32913106,217.3018838,29.37223829,-11.79500064,220.2299696,29.42089216,-11.71738355,217.0603471,29.23740917,-11.6901042,,,,
4.181,215.326279,27.489052,-14.3116816,217.3312502,29.36044409,-11.79339933,220.2593788,29.4091763,-11.71585722,217.0895845,29.22580645,-11.68860961,,,,
4.182,215.360897,27.4729669,-14.29587449,217.3606047,29.34865149,-11.79179888,220.2887763,29.39746197,-11.7143317,217.1188103,29.21420516,-11.68711581,,,,
4.183,215.395515,27.4568818,-14.28006738,217.3899475,29.33686049,-11.79019928,220.318162,29.38574916,-11.712807,217.1480245,29.2026053,-11.68562278,,,,
4.184,215.430133,27.4407967,-14.26426027,217.4192785,29.32507109,-11.78860055,220.3475361,29.37403788,-11.7112831,217.1772271,29.19100687,-11.68413053,,,,
4.185,215.464751,27.4247116,-14.24845316,217.4485976,29.31328329,-11.78700268,220.3768984,29.36232812,-11.70976003,217.2064181,29.17940987,-11.68263906,,,,
4.186,215.499369,27.4086265,-14.23264605,217.477905,29.30149708,-11.78540567,220.406249,29.35061988,-11.70823776,217.2355975,29.16781429,-11.68114836,,,,
4.187,215.533987,27.3925414,-14.21683894,217.5072006,29.28971248,-11.78380951,220.4355879,29.33891316,-11.70671631,217.2647653,29.15622014,-11.67965843,,,,
4.188,215.568605,27.3764563,-14.20103183,217.5364845,29.27792947,-11.78221422,220.4649151,29.32720797,-11.70519567,217.2939215,29.14462741,-11.67816929,,,,
4.189,215.603223,27.3603712,-14.18522472,217.5657565,29.26614805,-11.78061978,220.4942306,29.31550429,-11.70367584,217.3230662,29.13303611,-11.67668091,,,,
4.19,215.637841,27.3442861,-14.16941761,217.5950167,29.25436823,-11.7790262,220.5235344,29.30380213,-11.70215682,217.3521992,29.12144624,-11.67519332,,,,
4.191,215.672459,27.328201,-14.1536105,217.6242652,29.24259,-11.77743347,220.5528265,29.2921015,-11.70063862,217.3813207,29.10985779,-11.67370649,,,,
4.192,215.7035811,27.31449357,-14.13770073,217.6535019,29.23081336,-11.7758416,220.5821069,29.28040237,-11.69912122,217.4104305,29.09827076,-11.67222045,,,,
4.193,215.7347033,27.30078614,-14.12179096,217.6827269,29.21903831,-11.77425059,220.6113756,29.26870477,-11.69760464,217.4395288,29.08668515,-11.67073517,,,,
4.194,215.7658254,27.28707871,-14.10588119,217.71194,29.20726486,-11.77266043,220.6406327,29.25700868,-11.69608886,217.4686155,29.07510096,-11.66925067,,,,
4.195,215.7969476,27.27337129,-14.08997141,217.7411414,29.19549299,-11.77107113,220.669878,29.24531411,-11.6945739,217.4976906,29.0635182,-11.66776694,,,,
4.196,215.8280697,27.25966386,-14.07406164,217.770331,29.18372271,-11.76948269,220.6991116,29.23362105,-11.69305974,217.5267541,29.05193685,-11.66628399,,,,
4.197,215.8591919,27.24595643,-14.05815187,217.7995088,29.17195403,-11.7678951,220.7283335,29.2219295,-11.69154639,217.555806,29.04035692,-11.6648018,,,,
4.198,215.890314,27.232249,-14.0422421,217.8286749,29.16018692,-11.76630836,220.7575438,29.21023947,-11.69003385,217.5848464,29.02877841,-11.66332039,,,,
4.199,215.9214361,27.21854157,-14.02633233,217.8578292,29.14842141,-11.76472248,220.7867423,29.19855095,-11.68852212,217.6138752,29.01720132,-11.66183976,,,,
4.2,215.9525583,27.20483414,-14.01042256,217.8869717,29.13665748,-11.76313745,220.8159292,29.18686393,-11.6870112,217.6428924,29.00562564,-11.66035989,,,,
4.201,215.9836804,27.19112671,-13.99451279,217.9161025,29.12489513,-11.76155327,220.8451044,29.17517843,-11.68550108,217.671898,28.99405139,-11.65888079,,,,
4.202,216.0148026,27.17741929,-13.97860301,217.9452215,29.11313437,-11.75996995,220.8742678,29.16349444,-11.68399178,217.700892,28.98247854,-11.65740247,,,,
4.203,216.0459247,27.16371186,-13.96269324,217.9743288,29.10137519,-11.75838748,220.9034197,29.15181196,-11.68248327,217.7298745,28.97090711,-11.65592492,,,,
4.204,216.0770469,27.15000443,-13.94678347,218.0034243,29.0896176,-11.75680586,220.9325598,29.14013098,-11.68097558,217.7588454,28.9593371,-11.65444813,,,,
4.205,216.108169,27.136297,-13.9308737,218.032508,29.07786158,-11.75522509,220.9616882,29.12845151,-11.67946869,217.7878048,28.94776849,-11.65297212,,,,
4.206,216.140259,27.12290791,-13.91454402,218.06158,29.06610715,-11.75364518,220.990805,29.11677355,-11.67796261,217.8167525,28.9362013,-11.65149688,,,,
4.207,216.172349,27.10951882,-13.89821434,218.0906402,29.05435429,-11.75206611,221.0199101,29.10509709,-11.67645733,217.8456887,28.92463552,-11.65002241,,,,
4.208,216.204439,27.09612973,-13.88188465,218.1196887,29.04260301,-11.7504879,221.0490035,29.09342214,-11.67495286,217.8746134,28.91307115,-11.6485487,,,,
4.209,216.236529,27.08274064,-13.86555497,218.1487254,29.03085331,-11.74891054,221.0780853,29.08174869,-11.67344919,217.9035264,28.9015082,-11.64707577,,,,
4.21,216.268619,27.06935155,-13.84922529,218.1777504,29.01910519,-11.74733402,221.1071554,29.07007675,-11.67194633,217.9324279,28.88994665,-11.6456036,,,,
4.211,216.300709,27.05596245,-13.83289561,218.2067637,29.00735865,-11.74575836,221.1362138,29.0584063,-11.67044427,217.9613179,28.87838651,-11.6441322,,,,
4.212,216.332799,27.04257336,-13.81656593,218.2357651,28.99561368,-11.74418354,221.1652605,29.04673736,-11.66894301,217.9901963,28.86682777,-11.64266157,,,,
4.213,216.364889,27.02918427,-13.80023625,218.2647549,28.98387028,-11.74260958,221.1942956,29.03506992,-11.66744256,218.0190631,28.85527045,-11.64119171,,,,
4.214,216.396979,27.01579518,-13.78390656,218.2937329,28.97212846,-11.74103646,221.223319,29.02340397,-11.66594291,218.0479184,28.84371453,-11.63972261,,,,
4.215,216.429069,27.00240609,-13.76757688,218.3226991,28.96038821,-11.73946419,221.2523307,29.01173953,-11.66444406,218.0767621,28.83216001,-11.63825428,,,,
4.216,216.461159,26.989017,-13.7512472,218.3516537,28.94864953,-11.73789276,221.2813308,29.00007658,-11.66294602,218.1055943,28.8206069,-11.63678672,,,,
4.217,216.4935817,26.97613618,-13.72903884,218.3805964,28.93691242,-11.73632219,221.3103192,28.98841513,-11.66144877,218.1344149,28.8090552,-11.63531993,,,,
4.218,216.5260045,26.96325536,-13.70683047,218.4095275,28.92517688,-11.73475246,221.339296,28.97675518,-11.65995233,218.1632239,28.7975049,-11.6338539,,,,
4.219,216.5584272,26.95037455,-13.68462211,218.4384468,28.91344291,-11.73318358,221.3682611,28.96509672,-11.65845669,218.1920214,28.785956,-11.63238864,,,,
4.22,216.5908499,26.93749373,-13.66241375,218.4673544,28.90171052,-11.73161554,221.3972145,28.95343976,-11.65696185,218.2208074,28.7744085,-11.63092414,,,,
4.221,216.6232726,26.92461291,-13.64020538,218.4962502,28.88997968,-11.73004835,221.4261563,28.9417843,-11.65546782,218.2495818,28.7628624,-11.62946041,,,,
4.222,216.6556954,26.91173209,-13.61799702,218.5251343,28.87825042,-11.72848201,221.4550864,28.93013032,-11.65397458,218.2783446,28.75131771,-11.62799744,,,,
4.223,216.6881181,26.89885127,-13.59578865,218.5540067,28.86652272,-11.72691651,221.4840049,28.91847784,-11.65248214,218.307096,28.73977441,-11.62653523,,,,
4.224,216.7205408,26.88597045,-13.57358029,218.5828674,28.85479658,-11.72535185,221.5129117,28.90682685,-11.6509905,218.3358357,28.72823251,-11.6250738,,,,
4.225,216.7529635,26.87308964,-13.55137193,218.6117163,28.84307202,-11.72378804,221.5418069,28.89517735,-11.64949966,218.364564,28.71669201,-11.62361312,,,,
4.226,216.7853863,26.86020882,-13.52916356,218.6405535,28.83134901,-11.72222508,221.5706904,28.88352934,-11.64800962,218.3932807,28.70515291,-11.62215321,,,,
4.227,216.817809,26.847328,-13.5069552,218.669379,28.81962756,-11.72066295,221.5995623,28.87188282,-11.64652038,218.4219858,28.69361521,-11.62069406,,,,
4.228,216.850509,26.83486955,-13.49323827,218.6981928,28.80790768,-11.71910168,221.6284225,28.86023779,-11.64503194,218.4506794,28.6820789,-11.61923568,,,,
4.229,216.883209,26.82241109,-13.47952135,218.7269948,28.79618936,-11.71754124,221.6572711,28.84859424,-11.64354429,218.4793615,28.67054398,-11.61777806,,,,
4.23,216.915909,26.80995264,-13.46580442,218.7557852,28.7844726,-11.71598164,221.6861081,28.83695218,-11.64205744,218.5080321,28.65901046,-11.6163212,,,,
4.231,216.948609,26.79749418,-13.45208749,218.7845638,28.7727574,-11.71442289,221.7149334,28.82531161,-11.64057139,218.5366911,28.64747834,-11.6148651,,,,
4.232,216.981309,26.78503573,-13.43837056,218.8133307,28.76104375,-11.71286498,221.7437471,28.81367253,-11.63908613,218.5653385,28.6359476,-11.61340976,,,,
4.233,217.014009,26.77257727,-13.42465364,218.8420859,28.74933167,-11.71130791,221.7725491,28.80203493,-11.63760168,218.5939745,28.62441826,-11.61195519,,,,
4.234,217.046709,26.76011882,-13.41093671,218.8708293,28.73762114,-11.70975168,221.8013395,28.79039881,-11.63611801,218.6225989,28.61289031,-11.61050138,,,,
4.235,217.079409,26.74766036,-13.39721978,218.8995611,28.72591216,-11.7081963,221.8301183,28.77876417,-11.63463515,218.6512118,28.60136376,-11.60904832,,,,
4.236,217.112109,26.73520191,-13.38350285,218.9282812,28.71420474,-11.70664175,221.8588854,28.76713102,-11.63315308,218.6798132,28.58983859,-11.60759603,,,,
4.237,217.144809,26.72274345,-13.36978593,218.9569895,28.70249888,-11.70508804,221.8876409,28.75549935,-11.6316718,218.708403,28.57831481,-11.6061445,,,,
4.238,217.177509,26.710285,-13.356069,218.9856862,28.69079457,-11.70353517,221.9163848,28.74386916,-11.63019132,218.7369813,28.56679242,-11.60469373,,,,
4.239,217.2072882,26.69913867,-13.3494827,219.0143711,28.67909181,-11.70198315,221.945117,28.73224044,-11.62871163,218.7655481,28.55527142,-11.60324372,,,,
4.24,217.2370673,26.68799233,-13.3428964,219.0430443,28.6673906,-11.70043196,221.9738376,28.72061321,-11.62723274,218.7941034,28.5437518,-11.60179447,,,,
4.241,217.2668465,26.676846,-13.3363101,219.0717059,28.65569094,-11.6988816,222.0025466,28.70898746,-11.62575464,218.8226471,28.53223357,-11.60034597,,,,
4.242,217.2966257,26.66569967,-13.3297238,219.1003557,28.64399284,-11.69733209,222.031244,28.69736318,-11.62427734,218.8511794,28.52071673,-11.59889824,,,,
4.243,217.3264048,26.65455333,-13.3231375,219.1289939,28.63229628,-11.69578342,222.0599297,28.68574038,-11.62280082,218.8797001,28.50920127,-11.59745126,,,,
4.244,217.356184,26.643407,-13.3165512,219.1576203,28.62060127,-11.69423558,222.0886038,28.67411905,-11.6213251,218.9082093,28.49768719,-11.59600504,,,,
4.245,217.3859632,26.63226067,-13.3099649,219.1862351,28.60890781,-11.69268858,222.1172663,28.6624992,-11.61985018,218.936707,28.4861745,-11.59455958,,,,
4.246,217.4157423,26.62111433,-13.3033786,219.2148381,28.59721589,-11.69114241,222.1459172,28.65088083,-11.61837604,218.9651931,28.4746632,-11.59311488,,,,
4.247,217.4455215,26.609968,-13.2967923,219.2434295,28.58552552,-11.68959709,222.1745565,28.63926392,-11.6169027,218.9936678,28.46315327,-11.59167094,,,,
4.248,217.4753007,26.59882167,-13.290206,219.2720092,28.5738367,-11.68805259,222.2031841,28.62764849,-11.61543015,219.022131,28.45164472,-11.59022775,,,,
4.249,217.5050798,26.58767533,-13.2836197,219.3005772,28.56214942,-11.68650894,222.2318002,28.61603454,-11.61395838,219.0505826,28.44013756,-11.58878532,,,,
4.25,217.534859,26.576529,-13.2770334,219.3291335,28.55046368,-11.68496612,222.2604046,28.60442205,-11.61248741,219.0790227,28.42863178,-11.58734364,,,,
4.251,217.5676199,26.56429873,-13.28095253,219.3576781,28.53877949,-11.68342413,222.2889974,28.59281103,-11.61101723,219.1074514,28.41712737,-11.58590272,,,,
4.252,217.6003808,26.55206845,-13.28487165,219.386211,28.52709683,-11.68188298,222.3175786,28.58120148,-11.60954784,219.1358685,28.40562434,-11.58446256,,,,
4.253,217.6331417,26.53983818,-13.28879078,219.4147323,28.51541572,-11.68034266,222.3461482,28.5695934,-11.60807924,219.1642741,28.39412269,-11.58302315,,,,
4.254,217.6659026,26.52760791,-13.29270991,219.4432419,28.50373615,-11.67880318,222.3747062,28.55798679,-11.60661143,219.1926682,28.38262242,-11.5815845,,,,
4.255,217.6986635,26.51537764,-13.29662904,219.4717398,28.49205811,-11.67726453,222.4032526,28.54638165,-11.60514441,219.2210509,28.37112352,-11.5801466,,,,
4.256,217.7314245,26.50314736,-13.30054816,219.500226,28.48038162,-11.67572671,222.4317873,28.53477797,-11.60367818,219.249422,28.359626,-11.57870946,,,,
4.257,217.7641854,26.49091709,-13.30446729,219.5287005,28.46870666,-11.67418972,222.4603105,28.52317576,-11.60221273,219.2777816,28.34812986,-11.57727307,,,,
4.258,217.7969463,26.47868682,-13.30838642,219.5571634,28.45703324,-11.67265357,222.4888221,28.51157501,-11.60074807,219.3061297,28.33663508,-11.57583744,,,,
4.259,217.8297072,26.46645655,-13.31230555,219.5856146,28.44536135,-11.67111825,222.5173221,28.49997573,-11.5992842,219.3344664,28.32514168,-11.57440255,,,,
4.26,217.8624681,26.45422627,-13.31622467,219.6140541,28.433691,-11.66958376,222.5458104,28.4883779,-11.59782112,219.3627915,28.31364966,-11.57296843,,,,
4.261,217.895229,26.441996,-13.3201438,219.642482,28.42202218,-11.66805011,222.5742872,28.47678155,-11.59635883,219.3911052,28.302159,-11.57153505,,,,
4.262,217.9273654,26.42960945,-13.32340973,219.6708982,28.4103549,-11.66651728,222.6027524,28.46518665,-11.59489732,219.4194073,28.29066972,-11.57010243,,,,
4.263,217.9595017,26.41722291,-13.32667565,219.6993027,28.39868915,-11.66498528,222.631206,28.45359321,-11.59343659,219.447698,28.27918181,-11.56867056,,,,
4.264,217.9916381,26.40483636,-13.32994158,219.7276956,28.38702493,-11.66345412,222.659648,28.44200124,-11.59197666,219.4759772,28.26769526,-11.56723944,,,,
4.265,218.0237745,26.39244982,-13.33320751,219.7560768,28.37536224,-11.66192378,222.6880784,28.43041072,-11.59051751,219.5042449,28.25621009,-11.56580908,,,,
4.266,218.0559108,26.38006327,-13.33647344,219.7844463,28.36370108,-11.66039427,222.7164972,28.41882166,-11.58905914,219.5325011,28.24472628,-11.56437946,,,,
4.267,218.0880472,26.36767673,-13.33973936,219.8128042,28.35204145,-11.6588656,222.7449045,28.40723406,-11.58760156,219.5607458,28.23324384,-11.5629506,,,,
4.268,218.1201835,26.35529018,-13.34300529,219.8411504,28.34038335,-11.65733775,222.7733001,28.39564791,-11.58614477,219.5889791,28.22176277,-11.56152249,,,,
4.269,218.1523199,26.34290364,-13.34627122,219.8694849,28.32872678,-11.65581073,222.8016842,28.38406322,-11.58468875,219.6172008,28.21028306,-11.56009513,,,,
4.27,218.1844563,26.33051709,-13.34953715,219.8978078,28.31707173,-11.65428454,222.8300567,28.37247999,-11.58323353,219.6454111,28.19880472,-11.55866852,,,,
4.271,218.2165926,26.31813055,-13.35280307,219.9261191,28.30541821,-11.65275917,222.8584176,28.36089821,-11.58177908,219.6736099,28.18732774,-11.55724266,,,,
4.272,218.248729,26.305744,-13.356069,219.9544187,28.29376621,-11.65123464,222.8867669,28.34931789,-11.58032542,219.7017972,28.17585213,-11.55581754,,,,
4.273,218.2798545,26.29312518,-13.36978593,219.9827066,28.28211574,-11.64971093,222.9151046,28.33773901,-11.57887254,219.7299731,28.16437788,-11.55439318,,,,
4.274,218.3109799,26.28050636,-13.38350285,220.0109829,28.27046679,-11.64818804,222.9434308,28.32616159,-11.57742045,219.7581375,28.15290499,-11.55296957,,,,
4.275,218.3421054,26.26788755,-13.39721978,220.0392475,28.25881936,-11.64666598,222.9717454,28.31458562,-11.57596914,219.7862904,28.14143346,-11.55154671,,,,
4.276,218.3732308,26.25526873,-13.41093671,220.0675005,28.24717346,-11.64514475,223.0000484,28.3030111,-11.57451861,219.8144318,28.1299633,-11.55012459,,,,
4.277,218.4043563,26.24264991,-13.42465364,220.0957419,28.23552907,-11.64362435,223.0283398,28.29143804,-11.57306886,219.8425618,28.11849449,-11.54870323,,,,
4.278,218.4354817,26.23003109,-13.43837056,220.1239716,28.22388621,-11.64210477,223.0566197,28.27986642,-11.57161989,219.8706803,28.10702705,-11.54728261,,,,
4.279,218.4666072,26.21741227,-13.45208749,220.1521897,28.21224486,-11.64058601,223.084888,28.26829624,-11.5701717,219.8987873,28.09556096,-11.54586274,,,,
4.28,218.4977326,26.20479345,-13.46580442,220.1803961,28.20060503,-11.63906808,223.1131447,28.25672752,-11.5687243,219.9268829,28.08409623,-11.54444361,,,,
4.281,218.5288581,26.19217464,-13.47952135,220.2085909,28.18896672,-11.63755098,223.1413899,28.24516024,-11.56727767,219.954967,28.07263286,-11.54302524,,,,
4.282,218.5599835,26.17955582,-13.49323827,220.236774,28.17732993,-11.63603469,223.1696235,28.23359441,-11.56583183,219.9830396,28.06117084,-11.54160761,,,,
4.283,218.591109,26.166937,-13.5069552,220.2649455,28.16569466,-11.63451923,223.1978455,28.22203002,-11.56438676,220.0111008,28.04971018,-11.54019072,,,,
4.284,218.6215154,26.15405027,-13.53504224,220.2931054,28.15406089,-11.6330046,223.226056,28.21046708,-11.56294247,220.0391505,28.03825088,-11.53877459,,,,
4.285,218.6519217,26.14116355,-13.56312927,220.3212536,28.14242865,-11.63149078,223.2542549,28.19890558,-11.56149897,220.0671887,28.02679293,-11.5373592,,,,
4.286,218.6823281,26.12827682,-13.59121631,220.3493903,28.13079791,-11.62997779,223.2824422,28.18734553,-11.56005624,220.0952155,28.01533633,-11.53594455,,,,
4.287,218.7127345,26.11539009,-13.61930335,220.3775152,28.11916869,-11.62846562,223.310618,28.17578691,-11.55861429,220.1232308,28.00388109,-11.53453065,,,,
4.288,218.7431408,26.10250336,-13.64739038,220.4056286,28.10754098,-11.62695428,223.3387822,28.16422974,-11.55717311,220.1512347,27.9924272,-11.5331175,,,,
4.289,218.7735472,26.08961664,-13.67547742,220.4337303,28.09591478,-11.62544375,223.3669349,28.15267401,-11.55573272,220.1792272,27.98097466,-11.53170509,,,,
4.29,218.8039535,26.07672991,-13.70356445,220.4618204,28.08429009,-11.62393404,223.395076,28.14111971,-11.5542931,220.2072081,27.96952347,-11.53029342,,,,
4.291,218.8343599,26.06384318,-13.73165149,220.4898989,28.07266691,-11.62242516,223.4232056,28.12956686,-11.55285426,220.2351777,27.95807363,-11.5288825,,,,
4.292,218.8647663,26.05095645,-13.75973853,220.5179658,28.06104524,-11.6209171,223.4513236,28.11801544,-11.5514162,220.2631357,27.94662515,-11.52747232,,,,
4.293,218.8951726,26.03806973,-13.78782556,220.546021,28.04942508,-11.61940985,223.4794301,28.10646546,-11.54997891,220.2910824,27.935178,-11.52606289,,,,
4.294,218.925579,26.025183,-13.8159126,220.5740646,28.03780642,-11.61790343,223.507525,28.09491692,-11.5485424,220.3190175,27.92373221,-11.5246542,,,,
4.295,218.9566752,26.011224,-13.79656823,220.6020966,28.02618927,-11.61639782,223.5356084,28.08336981,-11.54710666,220.3469413,27.91228777,-11.52324625,,,,
4.296,218.9877713,25.997265,-13.77722386,220.630117,28.01457363,-11.61489304,223.5636802,28.07182414,-11.5456717,220.3748535,27.90084467,-11.52183905,,,,
4.297,219.0188675,25.983306,-13.75787949,220.6581258,28.00295948,-11.61338907,223.5917405,28.06027991,-11.54423752,220.4027544,27.88940292,-11.52043258,,,,
4.298,219.0499636,25.969347,-13.73853512,220.6861229,27.99134685,-11.61188592,223.6197892,28.0487371,-11.54280411,220.4306438,27.87796251,-11.51902686,,,,
4.299,219.0810598,25.955388,-13.71919075,220.7141085,27.97973571,-11.61038359,223.6478264,28.03719573,-11.54137147,220.4585218,27.86652344,-11.51762188,,,,
4.3,219.1121559,25.941429,-13.69984638,220.7420824,27.96812608,-11.60888207,223.675852,28.02565579,-11.53993961,220.4863883,27.85508572,-11.51621765,,,,
4.301,219.1432521,25.92747,-13.68050202,220.7700447,27.95651795,-11.60738138,223.7038662,28.01411728,-11.53850852,220.5142434,27.84364935,-11.51481415,,,,
4.302,219.1743482,25.913511,-13.66115765,220.7979954,27.94491132,-11.6058815,223.7318687,28.0025802,-11.53707821,220.542087,27.83221431,-11.5134114,,,,
4.303,219.2054444,25.899552,-13.64181328,220.8259345,27.93330619,-11.60438243,223.7598598,27.99104455,-11.53564867,220.5699192,27.82078062,-11.51200938,,,,
4.304,219.2365405,25.885593,-13.62246891,220.853862,27.92170255,-11.60288419,223.7878393,27.97951033,-11.5342199,220.59774,27.80934827,-11.51060811,,,,
4.305,219.2676367,25.871634,-13.60312454,220.8817779,27.91010042,-11.60138675,223.8158073,27.96797754,-11.5327919,220.6255494,27.79791725,-11.50920758,,,,
4.306,219.2987328,25.857675,-13.58378017,220.9096822,27.89849978,-11.59989014,223.8437637,27.95644618,-11.53136468,220.6533473,27.78648758,-11.50780778,,,,
4.307,219.329829,25.843716,-13.5644358,220.9375749,27.88690064,-11.59839434,223.8717086,27.94491624,-11.52993823,220.6811338,27.77505925,-11.50640873,,,,
4.308,219.3595721,25.82932646,-13.58212209,220.965456,27.87530299,-11.59689935,223.899642,27.93338773,-11.52851255,220.7089088,27.76363225,-11.50501041,,,,
4.309,219.3893152,25.81493692,-13.59980838,220.9933255,27.86370684,-11.59540518,223.9275639,27.92186064,-11.52708764,220.7366725,27.75220659,-11.50361284,,,,
4.31,219.4190582,25.80054738,-13.61749468,221.0211834,27.85211218,-11.59391182,223.9554742,27.91033498,-11.5256635,220.7644247,27.74078227,-11.502216,,,,
4.311,219.4488013,25.78615785,-13.63518097,221.0490298,27.84051901,-11.59241928,223.983373,27.89881074,-11.52424013,220.7921654,27.72935928,-11.5008199,,,,
4.312,219.4785444,25.77176831,-13.65286726,221.0768645,27.82892734,-11.59092755,224.0112603,27.88728792,-11.52281753,220.8198948,27.71793763,-11.49942454,,,,
4.313,219.5082875,25.75737877,-13.67055355,221.1046876,27.81733716,-11.58943663,224.0391361,27.87576652,-11.52139571,220.8476127,27.70651731,-11.49802992,,,,
4.314,219.5380305,25.74298923,-13.68823985,221.1324992,27.80574847,-11.58794652,224.0670003,27.86424655,-11.51997465,220.8753193,27.69509833,-11.49663603,,,,
4.315,219.5677736,25.72859969,-13.70592614,221.1602991,27.79416126,-11.58645723,224.0948531,27.85272799,-11.51855436,220.9030144,27.68368068,-11.49524288,,,,
4.316,219.5975167,25.71421015,-13.72361243,221.1880875,27.78257555,-11.58496875,224.1226943,27.84121086,-11.51713484,220.930698,27.67226436,-11.49385047,,,,
4.317,219.6272598,25.69982062,-13.74129872,221.2158643,27.77099133,-11.58348108,224.150524,27.82969514,-11.51571609,220.9583703,27.66084937,-11.49245879,,,,
4.318,219.6570028,25.68543108,-13.75898502,221.2436295,27.75940859,-11.58199422,224.1783421,27.81818084,-11.5142981,220.9860312,27.64943572,-11.49106786,,,,
4.319,219.6867459,25.67104154,-13.77667131,221.2713831,27.74782734,-11.58050817,224.2061488,27.80666796,-11.51288089,221.0136806,27.63802339,-11.48967765,,,,
4.32,219.716489,25.656652,-13.7943576,221.2991251,27.73624757,-11.57902294,224.233944,27.7951565,-11.51146444,221.0413186,27.62661239,-11.48828819,,,,
4.321,219.747739,25.64093608,-13.81351775,221.3268556,27.72466929,-11.57753851,224.2617276,27.78364645,-11.51004876,221.0689452,27.61520272,-11.48689946,,,,
4.322,219.778989,25.62522017,-13.8326779,221.3545745,27.7130925,-11.5760549,224.2894998,27.77213782,-11.50863385,221.0965604,27.60379438,-11.48551146,,,,
4.323,219.810239,25.60950425,-13.85183805,221.3822818,27.70151718,-11.57457209,224.3172604,27.7606306,-11.5072197,221.1241642,27.59238737,-11.4841242,,,,
4.324,219.841489,25.59378833,-13.8709982,221.4099775,27.68994335,-11.57309009,224.3450095,27.74912479,-11.50580632,221.1517566,27.58098168,-11.48273767,,,,
4.325,219.872739,25.57807242,-13.89015835,221.4376617,27.678371,-11.5716089,224.3727471,27.7376204,-11.50439371,221.1793376,27.56957732,-11.48135188,,,,
4.326,219.903989,25.5623565,-13.9093185,221.4653342,27.66680013,-11.57012852,224.4004732,27.72611742,-11.50298186,221.2069072,27.55817429,-11.47996682,,,,
4.327,219.935239,25.54664058,-13.92847865,221.4929953,27.65523074,-11.56864895,224.4281879,27.71461584,-11.50157078,221.2344653,27.54677258,-11.4785825,,,,
4.328,219.966489,25.53092467,-13.9476388,221.5206447,27.64366283,-11.56717019,224.455891,27.70311568,-11.50016046,221.2620121,27.53537219,-11.4771989,,,,
4.329,219.997739,25.51520875,-13.96679895,221.5482826,27.6320964,-11.56569223,224.4835826,27.69161693,-11.49875091,221.2895475,27.52397312,-11.47581605,,,,
