Time (s),Real Altitude (m),Real Velocity (m/s),Real Acceleration (m/s^2),Analytical Altitude (m),Analytical Velocity (m/s),Analytical Acceleration (m/s^2),Explicit Euler Altitude (m),Explicit Euler Velocity (m/s),Explicit Euler Acceleration (m/s^2),RK4 Altitude (m),RK4 Velocity (m/s),RK4 Acceleration (m/s^2),,,,
4.33,220.028989,25.49949283,-13.9859591,221.5759089,27.62053145,-11.56421508,224.5112627,27.68011959,-11.49734212,221.3170715,27.51257538,-11.47443392,,,,
4.331,220.060239,25.48377692,-14.00511925,221.6035236,27.60896797,-11.56273874,224.5389313,27.66862366,-11.49593409,221.344584,27.50117896,-11.47305253,,,,
4.332,220.091489,25.468061,-14.0242794,221.6311268,27.59740597,-11.56126321,224.5665885,27.65712913,-11.49452683,221.3720852,27.48978386,-11.47167187,,,,
4.333,220.1199859,25.45365685,-14.0071458,221.6587185,27.58584545,-11.55978848,224.5942341,27.64563601,-11.49312034,221.399575,27.47839008,-11.47029194,,,,
4.334,220.1484828,25.43925269,-13.9900122,221.6862985,27.57428639,-11.55831455,224.6218682,27.6341443,-11.4917146,221.4270534,27.46699762,-11.46891275,,,,
4.335,220.1769798,25.42484854,-13.9728786,221.713867,27.56272882,-11.55684144,224.6494909,27.62265399,-11.49030963,221.4545204,27.45560648,-11.46753428,,,,
4.336,220.2054767,25.41044438,-13.955745,221.741424,27.55117271,-11.55536912,224.6771021,27.61116508,-11.48890542,221.481976,27.44421666,-11.46615655,,,,
4.337,220.2339736,25.39604023,-13.9386114,221.7689694,27.53961808,-11.55389762,224.7047017,27.59967758,-11.48750198,221.5094202,27.43282815,-11.46477954,,,,
4.338,220.2624705,25.38163608,-13.9214778,221.7965032,27.52806492,-11.55242691,224.7322899,27.58819148,-11.48609929,221.536853,27.42144096,-11.46340327,,,,
4.339,220.2909675,25.36723192,-13.9043442,221.8240255,27.51651322,-11.55095701,224.7598666,27.57670678,-11.48469737,221.5642745,27.41005509,-11.46202773,,,,
4.34,220.3194644,25.35282777,-13.8872106,221.8515362,27.504963,-11.54948792,224.7874319,27.56522349,-11.48329621,221.5916845,27.39867053,-11.46065292,,,,
4.341,220.3479613,25.33842362,-13.870077,221.8790354,27.49341425,-11.54801963,224.8149856,27.55374159,-11.48189581,221.6190832,27.38728729,-11.45927884,,,,
4.342,220.3764582,25.32401946,-13.8529434,221.9065231,27.48186696,-11.54655214,224.8425279,27.54226109,-11.48049617,221.6464705,27.37590536,-11.45790549,,,,
4.343,220.4049552,25.30961531,-13.8358098,221.9339992,27.47032114,-11.54508545,224.8700587,27.530782,-11.47909729,221.6738464,27.36452474,-11.45653286,,,,
4.344,220.4334521,25.29521115,-13.8186762,221.9614637,27.45877679,-11.54361957,224.897578,27.5193043,-11.47769917,221.7012109,27.35314544,-11.45516097,,,,
4.345,220.461949,25.280807,-13.8015426,221.9889167,27.4472339,-11.54215449,224.9250858,27.50782799,-11.47630181,221.7285641,27.34176745,-11.4537898,,,,
4.346,220.4926382,25.265571,-13.79555505,222.0163582,27.43569248,-11.54069021,224.9525821,27.49635309,-11.47490521,221.7559058,27.33039076,-11.45241937,,,,
4.347,220.5233273,25.250335,-13.7895675,222.0437881,27.42415252,-11.53922673,224.980067,27.48487958,-11.47350936,221.7832362,27.31901539,-11.45104966,,,,
4.348,220.5540165,25.235099,-13.78357995,222.0712065,27.41261403,-11.53776405,225.0075404,27.47340747,-11.47211428,221.8105552,27.30764133,-11.44968068,,,,
4.349,220.5847057,25.219863,-13.7775924,222.0986133,27.40107699,-11.53630217,225.0350024,27.46193675,-11.47071996,221.8378629,27.29626858,-11.44831242,,,,
4.35,220.6153948,25.204627,-13.77160485,222.1260086,27.38954142,-11.5348411,225.0624528,27.45046742,-11.46932639,221.8651591,27.28489713,-11.4469449,,,,
4.351,220.646084,25.189391,-13.7656173,222.1533924,27.37800731,-11.53338082,225.0898918,27.43899949,-11.46793358,221.892444,27.273527,-11.4455781,,,,
4.352,220.6767732,25.174155,-13.75962975,222.1807647,27.36647466,-11.53192135,225.1173194,27.42753294,-11.46654153,221.9197176,27.26215817,-11.44421202,,,,
4.353,220.7074623,25.158919,-13.7536422,222.2081254,27.35494347,-11.53046267,225.1447354,27.41606779,-11.46515024,221.9469797,27.25079064,-11.44284668,,,,
4.354,220.7381515,25.143683,-13.74765465,222.2354745,27.34341374,-11.52900479,225.17214,27.40460403,-11.4637597,221.9742305,27.23942442,-11.44148206,,,,
4.355,220.7688407,25.128447,-13.7416671,222.2628122,27.33188546,-11.52754771,225.1995332,27.39314166,-11.46236992,222.0014699,27.22805951,-11.44011816,,,,
4.356,220.7995298,25.113211,-13.73567955,222.2901383,27.32035864,-11.52609143,225.2269149,27.38168068,-11.4609809,222.028698,27.2166959,-11.43875499,,,,
4.357,220.830219,25.097975,-13.729692,222.3174529,27.30883328,-11.52463595,225.2542851,27.37022109,-11.45959263,222.0559147,27.20533359,-11.43739255,,,,
4.358,220.8606932,25.08330683,-13.69197045,222.344756,27.29730937,-11.52318127,225.2816438,27.35876289,-11.45820512,222.08312,27.19397259,-11.43603083,,,,
4.359,220.8911673,25.06863867,-13.6542489,222.3720475,27.28578691,-11.52172738,225.3089911,27.34730607,-11.45681836,222.110314,27.18261289,-11.43466984,,,,
4.36,220.9216415,25.0539705,-13.61652735,222.3993276,27.27426591,-11.52027429,225.336327,27.33585064,-11.45543236,222.1374966,27.17125449,-11.43330957,,,,
4.361,220.9521157,25.03930233,-13.5788058,222.4265961,27.26274636,-11.518822,225.3636514,27.32439659,-11.45404711,222.1646679,27.15989739,-11.43195002,,,,
4.362,220.9825898,25.02463417,-13.54108425,222.4538531,27.25122827,-11.5173705,225.3909643,27.31294393,-11.45266262,222.1918278,27.14854159,-11.4305912,,,,
4.363,221.013064,25.009966,-13.5033627,222.4810985,27.23971162,-11.5159198,225.4182658,27.30149265,-11.45127888,222.2189763,27.13718708,-11.4292331,,,,
4.364,221.0435382,24.99529783,-13.46564115,222.5083325,27.22819643,-11.5144699,225.4455559,27.29004275,-11.44989589,222.2461135,27.12583388,-11.42787573,,,,
4.365,221.0740123,24.98062967,-13.4279196,222.5355549,27.21668268,-11.51302079,225.4728345,27.27859424,-11.44851366,222.2732393,27.11448198,-11.42651908,,,,
4.366,221.1044865,24.9659615,-13.39019805,222.5627658,27.20517039,-11.51157247,225.5001016,27.26714711,-11.44713218,222.3003538,27.10313137,-11.42516315,,,,
4.367,221.1349607,24.95129333,-13.3524765,222.5899653,27.19365954,-11.51012496,225.5273573,27.25570135,-11.44575146,222.3274569,27.09178206,-11.42380794,,,,
4.368,221.1654348,24.93662517,-13.31475495,222.6171532,27.18215014,-11.50867823,225.5546016,27.24425698,-11.44437148,222.3545487,27.08043404,-11.42245346,,,,
4.369,221.195909,24.921957,-13.2770334,222.6443296,27.17064218,-11.5072323,225.5818344,27.23281399,-11.44299226,222.3816292,27.06908732,-11.4210997,,,,
4.37,221.2250898,24.90866,-13.26763755,222.6714944,27.15913567,-11.50578716,225.6090558,27.22137238,-11.44161379,222.4086983,27.05774189,-11.41974666,,,,
4.371,221.2542705,24.895363,-13.25824169,222.6986478,27.14763061,-11.50434282,225.6362657,27.20993214,-11.44023607,222.435756,27.04639776,-11.41839434,,,,
4.372,221.2834513,24.882066,-13.24884584,222.7257897,27.13612699,-11.50289927,225.6634642,27.19849328,-11.43885911,222.4628024,27.03505492,-11.41704274,,,,
4.373,221.3126321,24.868769,-13.23944998,222.7529201,27.12462481,-11.50145651,225.6906512,27.1870558,-11.43748289,222.4898374,27.02371337,-11.41569186,,,,
4.374,221.3418128,24.855472,-13.23005413,222.780039,27.11312407,-11.50001455,225.7178269,27.17561969,-11.43610743,222.5168612,27.01237311,-11.41434171,,,,
4.375,221.3709936,24.842175,-13.22065828,222.8071463,27.10162478,-11.49857337,225.744991,27.16418496,-11.43473271,222.5438735,27.00103414,-11.41299227,,,,
4.376,221.4001744,24.828878,-13.21126242,222.8342422,27.09012693,-11.49713299,225.7721438,27.1527516,-11.43335875,222.5708746,26.98969647,-11.41164355,,,,
4.377,221.4293552,24.815581,-13.20186657,222.8613266,27.07863051,-11.4956934,225.7992851,27.14131961,-11.43198553,222.5978643,26.97836008,-11.41029556,,,,
4.378,221.4585359,24.802284,-13.19247072,222.8883995,27.06713554,-11.49425461,225.826415,27.129889,-11.43061307,222.6248426,26.96702498,-11.40894828,,,,
4.379,221.4877167,24.788987,-13.18307486,222.9154609,27.055642,-11.4928166,225.8535335,27.11845976,-11.42924135,222.6518096,26.95569117,-11.40760172,,,,
4.38,221.5168975,24.77569,-13.17367901,222.9425108,27.04414991,-11.49137938,225.8806405,27.10703189,-11.42787039,222.6787653,26.94435865,-11.40625588,,,,
4.381,221.5460782,24.762393,-13.16428315,222.9695492,27.03265924,-11.48994295,225.9077361,27.09560539,-11.42650017,222.7057097,26.93302741,-11.40491076,,,,
4.382,221.575259,24.749096,-13.1548873,222.9965761,27.02117002,-11.48850732,225.9348203,27.08418026,-11.4251307,222.7326427,26.92169746,-11.40356636,,,,
4.383,221.6041598,24.73653092,-13.14659684,223.0235915,27.00968223,-11.48707247,225.961893,27.0727565,-11.42376197,222.7595644,26.91036879,-11.40222268,,,,
4.384,221.6330605,24.72396585,-13.13830638,223.0505954,26.99819587,-11.48563841,225.9889544,27.0613341,-11.422394,222.7864748,26.89904141,-11.40087971,,,,
4.385,221.6619613,24.71140077,-13.13001592,223.0775879,26.98671095,-11.48420514,226.0160043,27.04991308,-11.42102677,222.8133738,26.88771532,-11.39953746,,,,
4.386,221.6908621,24.69883569,-13.12172545,223.1045689,26.97522746,-11.48277266,226.0430428,27.03849341,-11.41966029,222.8402615,26.8763905,-11.39819593,,,,
4.387,221.7197628,24.68627062,-13.11343499,223.1315383,26.96374541,-11.48134097,226.0700699,27.02707512,-11.41829455,222.8671379,26.86506697,-11.39685512,,,,
4.388,221.7486636,24.67370554,-13.10514453,223.1584964,26.95226478,-11.47991006,226.0970855,27.01565819,-11.41692957,222.894003,26.85374472,-11.39551502,,,,
4.389,221.7775644,24.66114046,-13.09685407,223.1854429,26.94078559,-11.47847995,226.1240898,27.00424263,-11.41556532,222.9208568,26.84242375,-11.39417564,,,,
4.39,221.8064652,24.64857538,-13.08856361,223.2123779,26.92930782,-11.47705062,226.1510826,26.99282842,-11.41420183,222.9476992,26.83110406,-11.39283697,,,,
4.391,221.8353659,24.63601031,-13.08027315,223.2393015,26.91783148,-11.47562207,226.178064,26.98141558,-11.41283908,222.9745303,26.81978565,-11.39149902,,,,
4.392,221.8642667,24.62344523,-13.07198268,223.2662136,26.90635658,-11.47419432,226.205034,26.97000411,-11.41147707,223.0013501,26.80846852,-11.39016179,,,,
4.393,221.8931675,24.61088015,-13.06369222,223.2931142,26.8948831,-11.47276735,226.2319926,26.95859399,-11.41011581,223.0281585,26.79715267,-11.38882527,,,,
4.394,221.9220682,24.59831508,-13.05540176,223.3200034,26.88341104,-11.47134116,226.2589398,26.94718524,-11.40875529,223.0549557,26.7858381,-11.38748947,,,,
4.395,221.950969,24.58575,-13.0471113,223.346881,26.87194041,-11.46991576,226.2858756,26.93577784,-11.40739552,223.0817415,26.7745248,-11.38615438,,,,
4.396,221.9786281,24.57405418,-13.05168364,223.3737472,26.86047121,-11.46849115,226.3127999,26.9243718,-11.40603649,223.108516,26.76321278,-11.38482001,,,,
4.397,222.0062872,24.56235836,-13.05625597,223.400602,26.84900343,-11.46706732,226.3397129,26.91296713,-11.40467821,223.1352793,26.75190203,-11.38348635,,,,
4.398,222.0339463,24.55066255,-13.06082831,223.4274452,26.83753707,-11.46564428,226.3666145,26.90156381,-11.40332067,223.1620312,26.74059256,-11.3821534,,,,
4.399,222.0616054,24.53896673,-13.06540065,223.454277,26.82607214,-11.46422202,226.3935046,26.89016184,-11.40196387,223.1887718,26.72928437,-11.38082117,,,,
4.4,222.0892645,24.52727091,-13.06997298,223.4810974,26.81460863,-11.46280054,226.4203834,26.87876123,-11.40060782,223.215501,26.71797744,-11.37948965,,,,
4.401,222.1169235,24.51557509,-13.07454532,223.5079063,26.80314654,-11.46137985,226.4472507,26.86736198,-11.3992525,223.242219,26.70667179,-11.37815885,,,,
4.402,222.1445826,24.50387927,-13.07911765,223.5347037,26.79168587,-11.45995994,226.4741067,26.85596408,-11.39789793,223.2689257,26.69536742,-11.37682875,,,,
4.403,222.1722417,24.49218345,-13.08368999,223.5614896,26.78022662,-11.45854082,226.5009513,26.84456754,-11.3965441,223.2956211,26.68406431,-11.37549938,,,,
4.404,222.1999008,24.48048764,-13.08826233,223.5882641,26.76876879,-11.45712248,226.5277845,26.83317235,-11.39519101,223.3223051,26.67276247,-11.37417071,,,,
4.405,222.2275599,24.46879182,-13.09283466,223.6150272,26.75731238,-11.45570492,226.5546062,26.82177851,-11.39383867,223.3489779,26.66146191,-11.37284275,,,,
4.406,222.255219,24.457096,-13.097407,223.6417788,26.74585738,-11.45428814,226.5814166,26.81038602,-11.39248706,223.3756393,26.65016261,-11.37151551,,,,
4.407,222.285465,24.4444966,-13.07800733,223.6685189,26.7344038,-11.45287214,226.6082156,26.79899489,-11.3911362,223.4022895,26.63886458,-11.37018898,,,,
4.408,222.315711,24.4318972,-13.05860766,223.6952476,26.72295163,-11.45145692,226.6350032,26.7876051,-11.38978607,223.4289284,26.62756782,-11.36886316,,,,
4.409,222.345957,24.4192978,-13.03920799,223.7219648,26.71150088,-11.45004249,226.6617794,26.77621666,-11.38843669,223.4555559,26.61627233,-11.36753805,,,,
4.41,222.376203,24.4066984,-13.01980832,223.7486706,26.70005155,-11.44862884,226.6885443,26.76482958,-11.38708804,223.4821722,26.6049781,-11.36621365,,,,
4.411,222.406449,24.394099,-13.00040865,223.7753649,26.68860363,-11.44721596,226.7152977,26.75344384,-11.38574014,223.5087772,26.59368514,-11.36488996,,,,
4.412,222.436695,24.3814996,-12.98100898,223.8020478,26.67715712,-11.44580387,226.7420398,26.74205944,-11.38439297,223.5353709,26.58239345,-11.36356698,,,,
4.413,222.466941,24.3689002,-12.96160931,223.8287192,26.66571202,-11.44439256,226.7687704,26.7306764,-11.38304654,223.5619533,26.57110302,-11.36224471,,,,
4.414,222.497187,24.3563008,-12.94220964,223.8553792,26.65426833,-11.44298203,226.7954897,26.71929469,-11.38170085,223.5885244,26.55981385,-11.36092315,,,,
4.415,222.527433,24.3437014,-12.92280997,223.8820277,26.64282605,-11.44157227,226.8221977,26.70791434,-11.3803559,223.6150842,26.54852595,-11.3596023,,,,
4.416,222.557679,24.331102,-12.9034103,223.9086649,26.63138519,-11.4401633,226.8488942,26.69653533,-11.37901169,223.6416327,26.53723931,-11.35828216,,,,
4.417,222.5847754,24.3200755,-12.90546316,223.9352905,26.61994573,-11.4387551,226.8755793,26.68515766,-11.37766821,223.66817,26.52595393,-11.35696273,,,,
4.418,222.6118719,24.309049,-12.90751603,223.9619047,26.60850768,-11.43734768,226.9022531,26.67378133,-11.37632548,223.6946959,26.51466981,-11.35564401,,,,
4.419,222.6389683,24.2980225,-12.90956889,223.9885075,26.59707103,-11.43594104,226.9289155,26.66240635,-11.37498347,223.7212106,26.50338695,-11.35432599,,,,
4.42,222.6660647,24.286996,-12.91162176,224.0150989,26.58563579,-11.43453518,226.9555666,26.65103271,-11.37364221,223.747714,26.49210536,-11.35300869,,,,
4.421,222.6931611,24.2759695,-12.91367462,224.0416788,26.57420196,-11.43313009,226.9822062,26.63966041,-11.37230168,223.7742061,26.48082502,-11.35169209,,,,
4.422,222.7202576,24.264943,-12.91572749,224.0682473,26.56276953,-11.43172578,227.0088345,26.62828944,-11.37096189,223.8006869,26.46954594,-11.3503762,,,,
4.423,222.747354,24.2539165,-12.91778035,224.0948043,26.55133851,-11.43032225,227.0354514,26.61691982,-11.36962283,223.8271564,26.45826811,-11.34906101,,,,
4.424,222.7744504,24.24289,-12.91983321,224.12135,26.53990889,-11.42891949,227.062057,26.60555154,-11.36828451,223.8536147,26.44699155,-11.34774654,,,,
4.425,222.8015469,24.2318635,-12.92188608,224.1478842,26.52848067,-11.42751751,227.0886512,26.59418459,-11.36694693,223.8800617,26.43571624,-11.34643277,,,,
4.426,222.8286433,24.220837,-12.92393894,224.1744069,26.51705385,-11.42611631,227.115234,26.58281898,-11.36561007,223.9064974,26.42444218,-11.3451197,,,,
4.427,222.8557397,24.2098105,-12.92599181,224.2009183,26.50562844,-11.42471588,227.1418054,26.57145471,-11.36427396,223.9329219,26.41316939,-11.34380735,,,,
4.428,222.8828361,24.198784,-12.92804467,224.2274182,26.49420442,-11.42331622,227.1683655,26.56009177,-11.36293858,223.959335,26.40189784,-11.34249569,,,,
4.429,222.9099326,24.1877575,-12.93009754,224.2539067,26.4827818,-11.42191735,227.1949143,26.54873016,-11.36160393,223.9857369,26.39062755,-11.34118475,,,,
4.43,222.937029,24.176731,-12.9321504,224.2803838,26.47136059,-11.42051924,227.2214516,26.53736989,-11.36027001,224.0121276,26.37935851,-11.33987451,,,,
4.431,222.96655,24.1644301,-12.92640236,224.3068494,26.45994077,-11.41912191,227.2479776,26.52601096,-11.35893683,224.0385069,26.36809073,-11.33856497,,,,
4.432,222.996071,24.1521292,-12.92065432,224.3333036,26.44852234,-11.41772535,227.2744923,26.51465335,-11.35760439,224.064875,26.35682419,-11.33725614,,,,
4.433,223.025592,24.1398283,-12.91490628,224.3597465,26.43710531,-11.41632957,227.3009956,26.50329708,-11.35627267,224.0912318,26.34555891,-11.33594801,,,,
4.434,223.055113,24.1275274,-12.90915824,224.3861778,26.42568968,-11.41493456,227.3274875,26.49194214,-11.35494169,224.1175774,26.33429488,-11.33464059,,,,
4.435,223.084634,24.1152265,-12.9034102,224.4125978,26.41427545,-11.41354032,227.3539681,26.48058853,-11.35361144,224.1439117,26.32303209,-11.33333387,,,,
4.436,223.114155,24.1029256,-12.89766216,224.4390064,26.4028626,-11.41214685,227.3804374,26.46923624,-11.35228192,224.1702347,26.31177056,-11.33202786,,,,
4.437,223.143676,24.0906247,-12.89191412,224.4654036,26.39145115,-11.41075416,227.4068952,26.45788529,-11.35095314,224.1965465,26.30051027,-11.33072255,,,,
4.438,223.173197,24.0783238,-12.88616608,224.4917893,26.38004109,-11.40936224,227.4333418,26.44653567,-11.34962508,224.222847,26.28925124,-11.32941794,,,,
4.439,223.202718,24.0660229,-12.88041804,224.5181636,26.36863243,-11.40797109,227.459777,26.43518737,-11.34829776,224.2491362,26.27799344,-11.32811404,,,,
4.44,223.232239,24.053722,-12.87467,224.5445266,26.35722515,-11.40658071,227.4862008,26.4238404,-11.34697116,224.2754142,26.2667369,-11.32681084,,,,
4.441,223.2602367,24.04195569,-12.87909157,224.5708781,26.34581927,-11.4051911,227.5126133,26.41249475,-11.3456453,224.301681,26.2554816,-11.32550834,,,,
4.442,223.2882344,24.03018938,-12.88351314,224.5972182,26.33441477,-11.40380227,227.5390145,26.40115043,-11.34432017,224.3279365,26.24422754,-11.32420654,,,,
4.443,223.3162321,24.01842308,-12.88793471,224.6235469,26.32301166,-11.4024142,227.5654043,26.38980744,-11.34299576,224.3541807,26.23297473,-11.32290545,,,,
4.444,223.3442298,24.00665677,-12.89235628,224.6498642,26.31160994,-11.4010269,227.5917827,26.37846576,-11.34167209,224.3804137,26.22172316,-11.32160505,,,,
4.445,223.3722275,23.99489046,-12.89677785,224.6761701,26.30020961,-11.39964038,227.6181499,26.36712542,-11.34034915,224.4066354,26.21047284,-11.32030536,,,,
4.446,223.4002252,23.98312415,-12.90119942,224.7024646,26.28881066,-11.39825462,227.6445056,26.35578639,-11.33902693,224.4328459,26.19922375,-11.31900637,,,,
4.447,223.4282228,23.97135785,-12.90562098,224.7287478,26.2774131,-11.39686963,227.6708501,26.34444868,-11.33770545,224.4590451,26.18797591,-11.31770808,,,,
4.448,223.4562205,23.95959154,-12.91004255,224.7550195,26.26601692,-11.39548541,227.6971832,26.3331123,-11.33638469,224.4852331,26.17672931,-11.31641049,,,,
4.449,223.4842182,23.94782523,-12.91446412,224.7812798,26.25462213,-11.39410196,227.723505,26.32177723,-11.33506466,224.5114098,26.16548395,-11.3151136,,,,
4.45,223.5122159,23.93605892,-12.91888569,224.8075287,26.24322872,-11.39271928,227.7498154,26.31044349,-11.33374536,224.5375753,26.15423983,-11.31381741,,,,
4.451,223.5402136,23.92429262,-12.92330726,224.8337663,26.23183669,-11.39133736,227.7761145,26.29911106,-11.33242678,224.5637295,26.14299695,-11.31252192,,,,
